time,smo2_dom,smo2_ndom,heart_rate,smo2_avg,participant_id,session,power,lap
0,76.42813659135574,70.80101205088451,77,73.61457432112013,6,1,70,1
1,76.43183341944051,70.80733907294538,80,73.61958624619294,6,1,70,1
2,76.4361285287175,70.8169444037508,82,73.62653646623414,6,1,70,1
3,76.44098789745016,70.82980311997513,84,73.63539550871263,6,1,70,1
4,76.4463702056124,70.8458900084907,84,73.64613010705155,6,1,70,1
5,76.45222714951919,70.86518248709716,86,73.65870481830817,6,1,70,1
6,76.45850404096541,70.88766318223671,87,73.67308361160106,6,1,70,1
7,76.46514205713842,70.91332157879779,89,73.6892318179681,6,1,70,1
8,76.47208204460452,70.94215464472964,90,73.70711834466708,6,1,70,1
9,76.47926831766961,70.97416682078514,92,73.72671756922738,6,1,70,1
10,76.48665147663475,71.00936957051819,93,73.74801052357647,6,1,70,1
11,76.4941898566356,71.04778049047007,94,73.77098517355284,6,1,70,1
12,76.50184990043269,71.08942159021474,96,73.79563574532372,6,1,70,1
13,76.50960643117274,71.13431596168527,97,73.82196119642902,6,1,70,1
14,76.5174431182576,71.18248283747188,100,73.84996297786475,6,1,70,1
15,76.52535245395926,71.23393181810043,100,73.87964213602984,6,1,70,1
16,76.53333416813486,71.28865675573059,102,73.91099546193271,6,1,70,1
17,76.54139178854878,71.34662948922791,102,73.94401063888834,6,1,70,1
18,76.54952841972671,71.40779362581166,101,73.97866102276919,6,1,70,1
19,76.55774242308532,71.47205856482306,102,74.01490049395419,6,1,70,1
20,76.56602290079411,71.53929415469864,102,74.05265852774637,6,1,70,1
21,76.57434527603803,71.60932656986398,103,74.091835922951,6,1,70,1
22,76.58266716495675,71.6819360923765,104,74.13230162866662,6,1,70,1
23,76.59092434560483,71.756857581319,104,74.17389096346191,6,1,70,1
24,76.59902750738391,71.83378363336178,104,74.21640557037284,6,1,70,1
25,76.60686134256198,71.91236965831992,104,74.25961550044096,6,1,70,1
26,76.61428627389584,71.99224028924867,104,74.30326328157226,6,1,70,1
27,76.62114184478443,72.0729967422613,104,74.34706929352286,6,1,70,1
28,76.62725118889007,72.15422483924773,103,74.3907380140689,6,1,70,1
29,76.63242638662524,72.23550350455336,103,74.43396494558931,6,1,70,1
30,76.63647441860833,72.31641335186463,103,74.47644388523648,6,1,70,1
31,76.63920332881648,72.39654478260577,103,74.51787405571113,6,1,70,1
32,76.64042830777741,72.47550540726446,103,74.55796685752094,6,1,70,1
33,76.63997750366191,72.55292699105185,103,74.59645224735688,6,1,70,1
34,76.63769727150834,72.62847114966553,103,74.63308421058693,6,1,70,1
35,76.63345647309183,72.70183272794854,104,74.66764460052019,6,1,70,1
36,76.62714963473059,72.7727425248375,104,74.69994607978404,6,1,70,1
37,76.6186989650367,72.84097102746445,105,74.72983499625057,6,1,70,1
38,76.60805533177707,72.90633120782356,105,74.75719326980031,6,1,70,1
39,76.59519839413764,72.96867892251076,105,74.78193865832421,6,1,70,1
40,76.58013608622831,73.02791179630377,105,74.80402394126604,6,1,70,1
41,76.56290364720643,73.08396707953494,104,74.82343536337069,6,1,70,1
42,76.54356229544624,73.13681848086358,104,74.84019038815491,6,1,70,1
43,76.52219754624412,73.18647217150854,104,74.85433485887633,6,1,70,1
44,76.49891707458178,73.23296225399021,104,74.865939664286,6,1,70,1
45,76.473847926528,73.27634608547865,104,74.87509700600333,6,1,70,1
46,76.4471332726847,73.31669984540315,105,74.88191655904393,6,1,70,1
47,76.41892928694953,73.35411473660581,105,74.88652201177767,6,1,70,1
48,76.38940244099986,73.38869391642316,105,74.8890481787115,6,1,70,1
49,76.35872721208216,73.42054996123981,105,74.889638586661,6,1,70,1
50,76.32708420153408,73.44980266784484,106,74.88844343468946,6,1,70,1
51,76.29465866134599,73.47657699474993,105,74.88561782804797,6,1,70,1
52,76.2616392308758,73.50100114161589,105,74.88132018624584,6,1,70,1
53,76.22821649066304,73.52320495995343,105,74.87571072530824,6,1,70,1
54,76.19458142794537,73.54331869311795,105,74.86895006053166,6,1,70,1
55,76.16092439615969,73.56147184849469,105,74.86119812232718,6,1,70,1
56,76.12743446792753,73.57779219984323,105,74.85261333388539,6,1,70,1
57,76.09429839825727,73.59240511285972,106,74.8433517555585,6,1,70,1
58,76.06169880486277,73.60543328950386,106,74.83356604718333,6,1,70,1
59,76.0298115626833,73.61699692913594,106,74.82340424590961,6,1,70,1
60,75.99880299498992,73.62721420701234,106,74.81300860100113,6,1,70,1
61,75.96882802879983,73.6362018731881,106,74.80251495099397,6,1,70,1
62,75.94002960464042,73.64407587244176,106,74.79205273854109,6,1,70,1
63,75.91253875304909,73.65095198339603,106,74.78174536822256,6,1,70,1
64,75.88647465282754,73.6569462799477,105,74.77171046638762,6,1,70,1
65,75.86194388870338,73.66217502305363,105,74.7620594558785,6,1,70,1
66,75.83903919914523,73.66675398106197,106,74.7528965901036,6,1,70,1
67,75.81783907817902,73.67079756692267,106,74.74431832255084,6,1,70,1
68,75.79840871744753,73.67441788801342,107,74.73641330273048,6,1,70,1
69,75.78080189715276,73.6777235117312,107,74.72926270444198,6,1,70,1
70,75.76506323962671,73.68081794510191,107,74.72294059236431,6,1,70,1
71,75.7512300443573,73.6837980217826,107,74.71751403306995,6,1,70,1
72,75.73933311852909,73.68675229239663,107,74.71304270546287,6,1,70,1
73,75.72939621234713,73.6897594167332,107,74.70957781454015,6,1,70,1
74,75.72143464389707,73.69288684905621,106,74.70716074647663,6,1,70,1
75,75.71545467378449,73.69619040050574,106,74.70582253714511,6,1,70,1
76,75.71145372686232,73.69971467753497,107,74.70558420219865,6,1,70,1
77,75.709420095431,73.70349381029338,107,74.7064569528622,6,1,70,1
78,75.70933192887459,73.70755227519042,106,74.7084421020325,6,1,70,1
79,75.71115648528153,73.71190600618702,105,74.71153124573428,6,1,70,1
80,75.71485003554035,73.7165640870315,105,74.71570706128593,6,1,70,1
81,75.72035822535008,73.72153141430664,105,74.72094481982836,6,1,70,1
82,75.72761699336846,73.7268121360388,104,74.72721456470363,6,1,70,1
83,75.73655443649707,73.73241308546439,105,74.73448376098074,6,1,70,1
84,75.74709352575286,73.73834652711159,104,74.74272002643222,6,1,70,1
85,75.75915508859703,73.74463162986937,104,74.75189335923321,6,1,70,1
