time,smo2_dom,smo2_ndom,heart_rate,smo2_avg,participant_id,session,power,lap
0,83.10209744062094,73.54249961800092,102,78.32229852931093,10,1,100,1
1,83.07650016822025,73.51818725450025,108,78.29734371136024,10,1,100,1
2,83.04980119621216,73.49098539621534,112,78.27039329621374,10,1,100,1
3,83.0219548126798,73.46089042691541,114,78.2414226197976,10,1,100,1
4,82.99292390102022,73.42792415575735,116,78.21042402838879,10,1,100,1
5,82.9626804723396,73.39213360402599,116,78.17740703818279,10,1,100,1
6,82.93120650887025,73.35359064141547,116,78.14239857514286,10,1,100,1
7,82.89849502130406,73.31239137358494,116,78.1054431974445,10,1,100,1
8,82.86455093017184,73.26865518232853,115,78.06660305625019,10,1,100,1
9,82.82939147876363,73.22252341685227,115,78.02595744780794,10,1,100,1
10,82.79304598243792,73.17415763676955,114,77.98360180960373,10,1,100,1
11,82.75555510912481,73.12373720956586,115,77.93964615934533,10,1,100,1
12,82.71697027578554,73.07145635757385,116,77.8942133166797,10,1,100,1
13,82.67735325772713,73.01752104182547,119,77.84743714977631,10,1,100,1
14,82.6367756198145,72.96214587484637,120,77.79946074733044,10,1,100,1
15,82.59531787109229,72.90555105920224,121,77.75043446514726,10,1,100,1
16,82.55306853680719,72.84795944600764,121,77.7005139914074,10,1,100,1
17,82.51012334166089,72.7895939050553,121,77.64985862335809,10,1,100,1
18,82.46658469797522,72.73067500310877,122,77.598629850542,10,1,100,1
19,82.42256130219305,72.67141879182672,123,77.54699004700988,10,1,100,1
20,82.37816725289,72.61203489697307,124,77.49510107493154,10,1,100,1
21,82.3335206886153,72.5527254907858,125,77.44312308970055,10,1,100,1
22,82.28874252903614,72.49368504670551,124,77.39121378787083,10,1,100,1
23,82.2439555126233,72.43510009300881,123,77.33952780281606,10,1,100,1
24,82.19928333389727,72.37714876723489,123,77.28821605056608,10,1,100,1
25,82.15484997586184,72.32000055864056,122,77.2374252672512,10,1,100,1
26,82.11077962587292,72.26381633343463,124,77.18729797965378,10,1,100,1
27,82.06719697794452,72.20874844505951,126,77.13797271150202,10,1,100,1
28,82.02422713924959,72.1549408294804,128,77.08958398436499,10,1,100,1
29,81.981994943792,72.10252908313366,128,77.04226201346283,10,1,100,1
30,81.94062406144536,72.05164052129477,128,76.99613229137006,10,1,100,1
31,81.90023609548204,72.00239421473435,128,76.9513151551082,10,1,100,1
32,81.86094966665416,71.95490090513209,125,76.90792528589313,10,1,100,1
33,81.82287967701538,71.90926260231913,122,76.86607113966726,10,1,100,1
34,81.78613714181078,71.86557195915245,122,76.82585455048161,10,1,100,1
35,81.75082929504322,71.82391181256227,123,76.78737055380275,10,1,100,1
36,81.71705899160963,71.78435498687354,126,76.75070698924159,10,1,100,1
37,81.68492330678801,71.74696416306828,126,76.71594373492815,10,1,100,1
38,81.65451211175225,71.71179171532518,125,76.68315191353872,10,1,100,1
39,81.62590701376182,71.6788795138444,123,76.6523932638031,10,1,100,1
40,81.59918065966158,71.64825869313455,121,76.62371967639807,10,1,100,1
41,81.57439630389551,71.61994938510995,120,76.59717284450272,10,1,100,1
42,81.55160744481724,71.59396051405042,122,76.57278397943384,10,1,100,1
43,81.53085743076997,71.5702898481826,123,76.55057363947628,10,1,100,1
44,81.51217903510403,71.54892430774295,124,76.5305516714235,10,1,100,1
45,81.49559419453031,71.52984033448354,125,76.51271726450693,10,1,100,1
46,81.48111430044355,71.51300432282154,126,76.49705931163254,10,1,100,1
47,81.46874104287069,71.49837330806857,125,76.48355717546963,10,1,100,1
48,81.45846741671693,71.48589591225878,123,76.47218166448786,10,1,100,1
49,81.45027879273935,71.47551335316743,121,76.46289607295338,10,1,100,1
50,81.4441542484206,71.4671604197778,123,76.4556573340992,10,1,100,1
51,81.44006796388899,71.46076641510638,124,76.45041718949768,10,1,100,1
52,81.4379900979859,71.45625587232495,125,76.44712298515543,10,1,100,1
53,81.43788704734065,71.45354865513406,125,76.44571785123736,10,1,100,1
54,81.43972147905978,71.45255963863652,125,76.44614055884816,10,1,100,1
55,81.44345213755504,71.45319875225036,124,76.44832544490271,10,1,100,1
56,81.4490330359507,71.45537148352521,121,76.45220225973796,10,1,100,1
57,81.45641213025642,71.45897925904909,119,76.45769569465276,10,1,100,1
58,81.46553006224825,71.46391950884573,120,76.46472478554699,10,1,100,1
59,81.47631906940843,71.47008561087219,120,76.47320234014032,10,1,100,1
60,81.48870167270066,71.47736691229659,120,76.48303429249862,10,1,100,1
61,81.5025893383347,71.48564902430661,119,76.49411918132066,10,1,100,1
62,81.51788189507162,71.4948143921656,119,76.50634814361861,10,1,100,1
63,81.53446809859857,71.5047429471957,118,76.51960552289714,10,1,100,1
64,81.55222734448756,71.51531284251001,115,76.53377009349879,10,1,100,1
65,81.57103204377451,71.52640146944836,117,76.54871675661144,10,1,100,1
66,81.5907496876937,71.5378866590818,119,76.56431817338776,10,1,100,1
